Date,Année financière,Titre,Fournisseur,Montant,Montant (virg),Montant ($),Code UNSPSC,Type de devis,Type,Nature,Nb soumissionnaires,Numéro SEAO,Numéro de contrat UQAM
2012-01-30,2011-2012,Fournir des pièces et composantes électroniques,Audio Service Stephane Inc.,65833.0,65833,"65 833,00 $",52161500,Équipement audiovisuel,Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,545642,5001282
2012-01-30,2011-2012,"Service de nettoyage sous-pression de drains, de puisards",Kelly Sani-Vac  Inc.,48278.0,48278,"48 278,00 $",76110000,Services de nettoyage et d'entretien,Contrat octroyé de gré à gré,Services,1,545647,5001414
2012-02-01,2011-2012,Achat et installation d'un système de sécurité réseau,ALTEA Communications Inc.,414000.0,414000,"414 000,00 $",46000000,"Équipement et fournitures de défense, de maintien de l'ordre et de sécurité",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),1,538281,7000112
2012-02-01,2011-2012,"Service, sur demande, de location de véhicules automobiles de courte durée",Budget Auto Inc.,118000.0,118000,"118 000,00 $",78000000,"Services de transport, d'entreposage, de messagerie et d’aménagement de bureau",Contrat adjugé suite à un appel d'offres public,Services,6,539193,7000120
2012-02-01,2011-2012,"Service, sur demande, de location de véhicules automobiles de courte durée",Avis Car Inc.,66000.0,66000,"66 000,00 $",78000000,"Services de transport, d'entreposage, de messagerie et d’aménagement de bureau",Contrat adjugé suite à un appel d'offres public,Services,6,539193,7000120
2012-02-01,2011-2012,"Service, sur demande, de location de véhicules automobiles de courte durée",Location Jean Légaré Ltée,66000.0,66000,"66 000,00 $",78000000,"Services de transport, d'entreposage, de messagerie et d’aménagement de bureau",Contrat adjugé suite à un appel d'offres public,Services,6,539193,7000120
2012-02-01,2011-2012,"Service, sur demande, de location de véhicules automobiles de courte durée",Location Sauvageau Inc.,66000.0,66000,"66 000,00 $",78000000,"Services de transport, d'entreposage, de messagerie et d’aménagement de bureau",Contrat adjugé suite à un appel d'offres public,Services,6,539193,7000120
2012-02-01,2011-2012,"Service, sur demande, de location de véhicules automobiles de courte durée",Locations d'Autos & Camions Discount,66000.0,66000,"66 000,00 $",78000000,"Services de transport, d'entreposage, de messagerie et d’aménagement de bureau",Contrat adjugé suite à un appel d'offres public,Services,6,539193,7000120
2012-02-01,2011-2012,"Service, sur demande, de location de véhicules automobiles de courte durée",Entreprise Location d'Autos Canada Ltée,66000.0,66000,"66 000,00 $",78000000,"Services de transport, d'entreposage, de messagerie et d’aménagement de bureau",Contrat adjugé suite à un appel d'offres public,Services,6,539193,7000120
2012-02-03,2011-2012,Equipements scientifiques,Tecniplast USA Inc.,34000.0,34000,"34 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,546882,3006444
2012-02-07,2011-2012,"Achat, sur demande, de pièces et équipements de télécommunication.  Contrat de 2 ans, renouvelable pour 2 ans.",Nedco/Div. Rexel Canada / Electrique Inc.,525000.0,525000,"525 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),1,539718,7000123
2012-02-07,2011-2012,"Achat, sur demande, de bois et matériaux de construction; Contrat de 3 ans",Distribution Industrielle ATP Inc.,79000.0,79000,"79 000,00 $",30000000,"Composante et fourniture de structure, de bâtiment et de construction",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),1,543245,7000127
2012-02-07,2011-2012,Station analyse substrats,Systèmes Testforce Inc.,37000.0,37000,"37 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,548236,3006540
2012-02-07,2011-2012,Gardiennage,Gardium Sécurité Inc.,78500.0,78500,"78 500,00 $",90152100,Services de gardiennage,Contrat octroyé de gré à gré,Services,1,547136,5001485
2012-02-07,2011-2012,Gardiennage,9166-9671 Québec Inc. / Chartrand St-Germain,78500.0,78500,"78 500,00 $",92000000,"Services - défense nationale, ordre public, sécurité publique",Contrat octroyé de gré à gré,Services,1,547144,5001484
2012-02-08,2011-2012,Caméras pour stationnement,Panavidéo Inc.,40000.0,40000,"40 000,00 $",46000000,"Équipement et fournitures de défense, de maintien de l'ordre et de sécurité",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,547906,3006502
2012-02-15,2011-2012,Equipement scientifique,Systems for Research Corp.,141000.0,141000,"141 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,549105,3006552
2012-02-15,2011-2012,Micro-ordinateurs,Hypertechnologie Ciara Inc.,73000.0,73000,"73 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,548689,3006570
2012-02-19,2011-2012,Inspection et travaux Clocher de l'Église-de-Saint-Jacques - Électromécanique,Bouthillette Parizeau Inc.,13677.0,13677,"13 677,00 $",81000000,"Services reliés au génie, à l'architecture, à la recherche aux sciences et à la technologie",Contrat adjugé suite à un appel d'offres public,Services,1,407943,P09011JJ-Électromécanique
2012-02-20,2011-2012,Cartouches pour imprimantes Laser,Centre Complet de Commodités Informatiques (C31) Inc.,54000.0,54000,"54 000,00 $",44000000,"Équipement, accessoire et fourniture de bureau",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,549850,5001356
2012-02-20,2011-2012,UPS pour salle des serveurs,Stanex Inc.,27000.0,27000,"27 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,549858,3006629
2012-02-21,2011-2012,Licences McAfee,Softchoice Corporation 3 Soft,38000.0,38000,"38 000,00 $",43230000,Logiciels,Contrat octroyé de gré à gré,Approvisionnements (biens),1,550116,5001467
2012-02-22,2011-2012,"Achat et installation d'un système de surface plasmon resonance biosenseur ""S.P.R."" (sous subvention FCI)",GE Santé Bio-Sciences Inc. ,405000.0,405000,"405 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),3,536231,7000110
2012-02-27,2011-2012,Stores verticaux,Draperies commerciales A.N. Inc.,44000.0,44000,"44 000,00 $",30000000,"Composante et fourniture de structure, de bâtiment et de construction",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,550899,5001426
2012-02-27,2011-2012,PC CIARA,Hypertechnologie Ciara Inc.,81000.0,81000,"81 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,550898,3006703
2012-02-27,2011-2012,Entretien moteurs électriques d'immeubles,Leduc Électrique Ltée,74000.0,74000,"74 000,00 $",86000000,Services d'enseignement et de formation,Contrat octroyé de gré à gré,Services,1,550864,5001405
2012-02-27,2011-2012,Produits de plomberie de spécialité,Can-Aqua international Ltée,57000.0,57000,"57 000,00 $",30000000,"Composante et fourniture de structure, de bâtiment et de construction",Contrat octroyé de gré à gré,Approvisionnements (biens),1,551556,5001425
2012-02-27,2011-2012,PC CIARA,Hypertechnologie Ciara Inc.,36000.0,36000,"36 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,550885,3006702
2012-03-01,2011-2012,Système Post-Production Audiovisuel,EditShare LLC,478000.0,478000,"478 000,00 $",52161500,Équipement audiovisuel,Contrat octroyé de gré à gré,Approvisionnements (biens),1,551719,5001499
2012-03-01,2011-2012,Système Audiovisuel,Solutions informatiques INSO Inc.,218000.0,218000,"218 000,00 $",52161500,Équipement audiovisuel,Contrat octroyé de gré à gré,Approvisionnements (biens),1,551789,5001498
2012-03-01,2011-2012,Abonnement au RSEQ,Réseau du sport étudiant du Québec (RSEQ),210000.0,210000,"210 000,00 $",90000000,"Services de voyages, de restauration, d'hébergement et de divertissement",Contrat octroyé de gré à gré,Services,1,551706,5001497
2012-03-01,2011-2012,Logiciel Fidelio,Commsoft Technologies Inc.,160000.0,160000,"160 000,00 $",43230000,Logiciels,Contrat octroyé de gré à gré,Approvisionnements (biens),1,551714,5001372
2012-03-01,2011-2012,Quincaillerie,Quincaillerie Notre-Dame de St-Henri Inc.,90000.0,90000,"90 000,00 $",30000000,"Composante et fourniture de structure, de bâtiment et de construction",Contrat octroyé de gré à gré,Approvisionnements (biens),1,551796,5001394
2012-03-01,2011-2012,PC CIARA,Hypertechnologie Ciara Inc.,27500.0,27500,"27 500,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,551804,3006780
2012-03-02,2011-2012,Relocalisation Angiochem,Construction Magenta inc.,293372.51,"293372,51","293 372,51 $",72130000,Construction immobilière générale,Contrat adjugé suite à un appel d'offres public,Travaux de construction,6,541971,P11037PK
2012-03-05,2011-2012,Réparations de toitures et travaux d'imperméabilisation,Les Toitures Vick et associés inc.,700000.0,700000,"700 000,00 $",72101605,Montage ou réparation de toitures,Contrat adjugé suite à un appel d'offres public,Travaux de construction,5,543651,7000125
2012-03-05,2011-2012,Consultant pour l'élaboration d'un Plan directeur des technologies de l'information,KPMG  S.R.L. / S.E.N.C.R.L.,200000.0,200000,"200 000,00 $",81110000,Services informatiques,Contrat adjugé suite à un appel d'offres public,Services,2,539502,7000107
2012-03-05,2011-2012,"Achat, sur demande, de pièces et accessoires de roulement à billes et des courroies; Contrat de 3 ans renouvelable pour 2 ans",Motion Industries (Canada) Inc.,131000.0,131000,"131 000,00 $",30000000,"Composante et fourniture de structure, de bâtiment et de construction",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),4,543445,7000131
2012-03-05,2011-2012,Chaussures de travail,Chaussures Belmont Inc.,31000.0,31000,"31 000,00 $",53110000,Chaussures,Contrat octroyé de gré à gré,Approvisionnements (biens),1,552303,5001412
2012-03-07,2011-2012,Micro-ordinateurs CIARA,Hypertechnologie Ciara Inc.,33000.0,33000,"33 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,552894,3006844
2012-03-07,2011-2012,Messagerie,Les services de Courrier Champion Inc.,26500.0,26500,"26 500,00 $",78102200,Services de livraison local de courrier et de petits colis,Contrat octroyé de gré à gré,Services,1,552898,5001409
2012-03-09,2011-2012,Location de conduits CSEM,Telecon Inc.,105000.0,105000,"105 000,00 $",26120000,"Fils, câbles et faisceaux de fils électriques",Contrat octroyé de gré à gré,Approvisionnements (biens),1,553427,5001475
2012-03-13,2011-2012,Service spécialisé d’entretien préventif et correctif sur des appareillages électriques (sous-stations électriques) à basse et moyenne tension,Simac Électrotechnique Inc.,220000.0,220000,"220 000,00 $",72102201,Installation ou entretien de systèmes d'alimentation électrique,Contrat adjugé suite à un appel d'offres public,Travaux de construction,4,543844,7000124
2012-03-13,2011-2012,Entretien Système Honeywell,Honeywell Limitée,62000.0,62000,"62 000,00 $",76000000,Services de nettoyage industriel,Contrat octroyé de gré à gré,Services,1,554064,5001400
2012-03-15,2011-2012,"Achat, sur demande, de matériaux de plomberie et de chauffage",Wolseley Inc.,285000.0,285000,"285 000,00 $",30000000,"Composante et fourniture de structure, de bâtiment et de construction",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),3,546308,7000135
2012-03-15,2011-2012,"Achat, sur demande, de matériaux de plomberie et de chauffage",Deschenes & Fils Ltée,285000.0,285000,"285 000,00 $",30000000,"Composante et fourniture de structure, de bâtiment et de construction",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),3,546308,7000135
2012-03-15,2011-2012,"Achat, sur demande, de quincaillerie de serrurerie ASSA, Ilco, Schlage, Sargent, etc.",Les Agences Brunet-Goulard Inc.,155000.0,155000,"155 000,00 $",46000000,"Équipement et fournitures de défense, de maintien de l'ordre et de sécurité",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),4,545503,7000133
2012-03-15,2011-2012,"Achat, sur demande, de quincaillerie de serrurerie ASSA, Ilco, Schlage, Sargent, etc.",Quincaillerie Sécurité Canada Inc. Division des Agences W. Pelletier (1980) Inc.,155000.0,155000,"155 000,00 $",46000000,"Équipement et fournitures de défense, de maintien de l'ordre et de sécurité",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),4,545503,7000133
2012-03-15,2011-2012,Entretien systèmes Regulvar,Regulvar Inc.,92000.0,92000,"92 000,00 $",76000000,Services de nettoyage industriel,Contrat octroyé de gré à gré,Services,1,554689,5001437
2012-03-15,2011-2012,Cartes magnétiques,Systèmes Électro Mécanique S.E.M. Inc.,36000.0,36000,"36 000,00 $",46000000,"Équipement et fournitures de défense, de maintien de l'ordre et de sécurité",Contrat octroyé de gré à gré,Approvisionnements (biens),1,554642,3006971
2012-03-16,2011-2012,"Achat, sur demande, de filtres à air pour systèmes de ventilation d'édifices",Dafco Filtration Group,132000.0,132000,"132 000,00 $",30000000,"Composante et fourniture de structure, de bâtiment et de construction",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),5,544841,7000132
2012-03-16,2011-2012,Travaux de calorifugeage sur gaines de ventilation et tuyauterie,Isolation Eclair Inc.,105000.0,105000,"105 000,00 $",72000000,"Services - bâtiment, construction et entretien",Contrat adjugé suite à un appel d'offres public,Travaux de construction,2,544833,7000136
2012-03-19,2011-2012,Entretien systèmes notifier,Protection Incendie Viking Inc.,157000.0,157000,"157 000,00 $",76000000,Services de nettoyage industriel,Contrat octroyé de gré à gré,Services,1,554952,5001403
2012-03-19,2011-2012,Entretien Compresseurs Sullair,Les Équipements Comairco Ltée,35000.0,35000,"35 000,00 $",76000000,Services de nettoyage industriel,Contrat octroyé de gré à gré,Services,1,554959,5001428
2012-03-20,2011-2012,Labo ergo et bureaux de profs au SB-4,Procova Inc.,49000.0,49000,"49 000,00 $",72100000,"Services de construction, de réparation et d'entretien d'immeubles",Contrat adjugé suite à un appel d'offres sur invitations,Travaux de construction,1,661630,P11051SB-01
2012-03-21,2011-2012,Bandes magnétiques de détection antivol; contrat de 3 ans renouvelable pour 2 ans,La Compagnie 3M Canada,449000.0,449000,"449 000,00 $",31201526,Rubans magnétiques,Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),2,549122,7000121/RGAUQ-77A(NM)
2012-03-21,2011-2012,"Programme d'efficacité énergétique, Campus Ouest - Phase 1",Groupe SNC-Lavalin inc.,158125.0,158125,"158 125,00 $",83101902,Mesures de réduction de la consommation énergétique,Contrat adjugé suite à un appel d'offres public,Services,9,529757,P11021HH
2012-03-21,2011-2012,Réaménagement des bureaux  COOP-UQAM et de la librairie PK,Procova Inc.,137165.17,"137165,17","137 165,17 $",72100000,"Services de construction, de réparation et d'entretien d'immeubles",Contrat adjugé suite à un appel d'offres public,Travaux de construction,9,542936,P11037PK - 11029PK
2012-03-21,2011-2012,"Programme d'efficacité énergétique, Campus Ouest - Phase 1",Groupe SNC-Lavalin inc.,0.0,0,"0,00 $",83101902,Mesures de réduction de la consommation énergétique,Contrat adjugé suite à un appel d'offres public,Services,9,529757,P11021HH
2012-03-21,2011-2012,Inspection et travaux au clocher de l'Église-de-Saint-Jacques,Inspec-sol inc.,68045.0,68045,"68 045,00 $",81101703,Services de tests d'ingénierie,Contrat octroyé de gré à gré,Services,1,661015,P09011JJ-10
2012-03-21,2011-2012,Tapis d'entrée des pavillons,Lalema Inc.,26500.0,26500,"26 500,00 $",30000000,"Composante et fourniture de structure, de bâtiment et de construction",Contrat octroyé de gré à gré,Approvisionnements (biens),1,555500,3007046
2012-03-22,2011-2012,Bris de tuyauterie au DS - 5e étage,ASSEK Technologie,34306.93,"34306,93","34 306,93 $",81141805,Service d'inspection de bâtiments,Contrat octroyé de gré à gré,Services,1,557101,SECAR-12-03
2012-03-23,2011-2012,"Achat et installation d'un oscilloscope, un vector network analyser, un arbitrary signal generator et un RF générateur (sous subvention FCI)",Tektronix Canada Inc.,177000.0,177000,"177 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),3,526238,7000085
2012-03-23,2011-2012,Semi-conducteur,Agilent Technologies Canada Inc.,51000.0,51000,"51 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,556501,3007108
2012-03-28,2011-2012,Micro-manipulateur cryogénique,Phoenix Scientific Inc.,81000.0,81000,"81 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,557006,3007151
2012-03-29,2011-2012,Micro-ordinateur CIARA,Hypertechnologie Ciara Inc.,40000.0,40000,"40 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,557066,3007152
2012-03-30,2011-2012,Système Parylene,Specialty Coating Systems Inc.,44000.0,44000,"44 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,557460,3007184
2012-04-02,2012-2013,Vector Network Analyzer RF,Gap Wireless Inc.,45000.0,45000,"45 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,558014,3007230
2012-04-03,2012-2013,Profilomètre ,Systems for Research Corp.,42000.0,42000,"42 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,558172,3007231
2012-04-03,2012-2013,Système Plasma Bass Pression,Thierry Corporation ,32000.0,32000,"32 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,558148,3007228
2012-04-03,2012-2013,Entretien Ultra-congélateur,Groupe Yves St-Germain Ltée,35000.0,35000,"35 000,00 $",81000000,"Services reliés au génie, à l'architecture, à la recherche aux sciences et à la technologie",Contrat octroyé de gré à gré,Services,1,557798,5001587
2012-04-05,2012-2013,Vêtements sportifs spécialisés,Diversion P.L. Sports inc.,26500.0,26500,"26 500,00 $",53100000,Vêtements,Contrat octroyé de gré à gré,Approvisionnements (biens),1,558349,5001558
2012-04-10,2012-2013,Campus Est - travaux été 2012 - Projet 1,Bergeron Bouthillier architectes,27039.23,"27039,23","27 039,23 $",81200000,Architecture,Contrat octroyé de gré à gré,Services,1,668566,P11054HH-01
2012-04-17,2012-2013,Sondage sur quatre continents,Ipsos-Descarie Corporation,128000.0,128000,"128 000,00 $",80000000,"Services de gestion, de professionnels spécialisés et d'administration",Contrat octroyé de gré à gré,Services,1,560051,5001547
2012-04-17,2012-2013,Librairie HP storageworks,C.P.U. Design Inc.,45000.0,45000,"45 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,560216,5001617
2012-04-18,2012-2013,Panneaux accoustiques,Geomar Interiors Inc.,40000.0,40000,"40 000,00 $",56000000,Ameublement et articles d'ameublement,Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,560699,5001417
2012-04-20,2012-2013,Licence Network,Technologies Masstor Inc.,56000.0,56000,"56 000,00 $",43230000,Logiciels,Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,561205,5001592
2012-04-20,2012-2013,Service de cartes de crédit pour produits pétroliers et services,Foss National Leasing Ltd,86000.0,86000,"86 000,00 $",15000000,"Carburants et combustibles, additifs, lubrifiants et produits anticorrosifs",Contrat octroyé de gré à gré,Approvisionnements (biens),1,562112,5001365
2012-04-23,2012-2013,Achat et installation d'une solution de remplacement d'un PBX,Bell Canada,418000.0,418000,"418 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),2,534593,7000084
2012-04-23,2012-2013,Entretien horticole des terrains de l'UQAM,Entrepreneurs Paysagiste Strathmore Ltée,350000.0,350000,"350 000,00 $",70110000,Horticulture,Contrat adjugé suite à un appel d'offres public,Services,3,556556,7000150
2012-04-23,2012-2013,Ordinateurs Macintosh,Solutions Informatiques INSO Inc. / Micro Boutique  Universitaire ( MBU ),43000.0,43000,"43 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,561603,3007491
2012-04-25,2012-2013,Plaques pour presses Offset,Rive-Sud Typo Service Inc.,53000.0,53000,"53 000,00 $",44000000,"Équipement, accessoire et fourniture de bureau",Contrat octroyé de gré à gré,Approvisionnements (biens),1,562441,5001536
2012-04-27,2012-2013,Impression numérique hors-format,Les Industries Poly Inc.,31000.0,31000,"31 000,00 $",82000000,"Services d'édition, de design, de graphisme et de beaux-arts",Contrat adjugé suite à un appel d'offres sur invitations,Services,1,562741,5001532
2012-05-01,2012-2013,Achat et installation d'un Mimo Channel Emulator (sous subvention FCI),ACA TMetrix Inc.,194000.0,194000,"194 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),2,526736,7000086
2012-05-01,2012-2013,Impression de l'Agenda UQAM 2012-2013,Imprimerie Transcontinental Inc.,97000.0,97000,"97 000,00 $",82120000,Services de reprographie,Contrat adjugé suite à un appel d'offres public,Services,3,553677,7000141
2012-05-02,2012-2013,Aménagement de 6 salles de cours au pavillon PK rdc,Construction Magenta inc.,1534548.34,"1534548,34","1 534 548,34 $",72100000,"Services de construction, de réparation et d'entretien d'immeubles",Contrat adjugé suite à un appel d'offres public,Travaux de construction,15,544659,P11024PK01
2012-05-02,2012-2013,Spectrophotomêtre (achat et installation),Jasco Incorporated,99000.0,99000,"99 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),3,555472,7000148
2012-05-08,2012-2013,"Achat, sur demande, d'enveloppes",Enveloppe Laurentide Inc.,322000.0,322000,"322 000,00 $",44120000,Fourniture de bureau,Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),2,554711,7000144
2012-05-10,2012-2013,Réfection conduits prise d'air neuf au pavillon DS,HVAC Inc.,54011.74,"54011,74","54 011,74 $",72190000,Entretien et réparation d'infrastructures,Contrat adjugé suite à un appel d'offres sur invitations,Travaux de construction,5,684524,P11031DS-02
2012-05-14,2012-2013,Campus Est - Travaux été 2012 - Projet 1 : Relignage et revernissage du plancher du gymnase CS-S3010,Planchers Lagacé inc.,86801.48,"86801,48","86 801,48 $",72102702,Pose et entretien de revêtements de plancher (couvre-planchers et parquets),Contrat adjugé suite à un appel d'offres sur invitations,Travaux de construction,1,662810,P11054HH-03
2012-05-15,2012-2013,Campus Est - Travaux Été 2012 - Projet 2,Procova Inc.,143500.0,143500,"143 500,00 $",72100000,"Services de construction, de réparation et d'entretien d'immeubles",Contrat adjugé suite à un appel d'offres public,Travaux de construction,1,557324,P12001HH
2012-05-16,2012-2013,Impressions diverses sur demande,Imprimerie Transcontinental Inc.,125500.0,125500,"125 500,00 $",82120000,Services de reprographie,Contrat adjugé suite à un appel d'offres public,Services,13,554782,7000145
2012-05-16,2012-2013,Impressions diverses sur demande,Impart-Litho,52500.0,52500,"52 500,00 $",82120000,Services de reprographie,Contrat adjugé suite à un appel d'offres public,Services,13,554782,7000145
2012-05-16,2012-2013,Impressions diverses sur demande,9027-6502 Quebec Inc/Imprimerie F.L.Chicoine,52200.0,52200,"52 200,00 $",82120000,Services de reprographie,Contrat adjugé suite à un appel d'offres public,Services,13,554782,7000145
2012-05-16,2012-2013,Impressions diverses sur demande,Groupe Quadriscan,42000.0,42000,"42 000,00 $",82120000,Services de reprographie,Contrat adjugé suite à un appel d'offres public,Services,13,554782,7000145
2012-05-16,2012-2013,Impressions diverses sur demande,Systèmes Datamark Inc.,42000.0,42000,"42 000,00 $",82120000,Services de reprographie,Contrat adjugé suite à un appel d'offres public,Services,13,554782,7000145
2012-05-16,2012-2013,Impressions diverses sur demande,Imprimerie Solisco Inc.,42000.0,42000,"42 000,00 $",82120000,Services de reprographie,Contrat adjugé suite à un appel d'offres public,Services,13,554782,7000145
2012-05-16,2012-2013,Impressions diverses sur demande,Imprimerie Provinciale INC.,21000.0,21000,"21 000,00 $",82120000,Services de reprographie,Contrat adjugé suite à un appel d'offres public,Services,13,554782,7000145
2012-05-16,2012-2013,Impressions diverses sur demande,Impression Paragraph Inc,21000.0,21000,"21 000,00 $",82120000,Services de reprographie,Contrat adjugé suite à un appel d'offres public,Services,13,554782,7000145
2012-05-16,2012-2013,Impressions diverses sur demande,Sisca Solutions D'Affaires Canada Inc.,10500.0,10500,"10 500,00 $",82120000,Services de reprographie,Contrat adjugé suite à un appel d'offres public,Services,13,554782,7000145
2012-05-16,2012-2013,Impressions diverses sur demande,K2 impressions,10500.0,10500,"10 500,00 $",82120000,Services de reprographie,Contrat adjugé suite à un appel d'offres public,Services,13,554782,7000145
2012-05-16,2012-2013,Licences Microsoft,Technologies Metafore Inc.,124000.0,124000,"124 000,00 $",43230000,Logiciels,Contrat octroyé de gré à gré,Approvisionnements (biens),1,566670,5001645
2012-05-16,2012-2013,Renouvellement SGBDR Oracle,Oracle Canada ULC,69000.0,69000,"69 000,00 $",43230000,Logiciels,Contrat octroyé de gré à gré,Approvisionnements (biens),1,567380,5001639
2012-05-17,2012-2013,Ordinateurs Apple,Solutions Informatique INSO Inc. / Micro Boutique Universitaire (MBU),56000.0,56000,"56 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,567067,3007854
2012-05-17,2012-2013,Ordinateurs Ciara,Hypertechnologie Ciara Inc.,30000.0,30000,"30 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,567046,3007853
2012-05-18,2012-2013,Meubles multimédia des salles de cours - Été 2012,Constructions Pier-Jal inc.,34916.7,"34916,7","34 916,70 $",71161413,Services de construction ou de fabrication,Contrat octroyé de gré à gré,Travaux de construction,1,661141,P12033HH-02
2012-05-18,2012-2013,Ordinateurs Macintosh,Solutions Informatiques INSO Inc./ Micro Boutique Universitaire ( MBU ),34000.0,34000,"34 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,567384,3007878
2012-05-22,2012-2013,Entretien ménager 1259 Berri,Entretien général Carvalho Inc.,35000.0,35000,"35 000,00 $",76110000,Services de nettoyage et d'entretien,Contrat octroyé de gré à gré,Services,1,567906,5001569
2012-05-22,2012-2013,Micro-ordinateurs,Association Coopérative de la collectivité de l'UQAM / Coop UQAM ,32200.0,32200,"32 200,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,568212,3007940
2012-05-29,2012-2013,EtherDrive SSD SATA,Technologies Metafore Inc.,62000.0,62000,"62 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,569344,5001651
2012-05-29,2012-2013,Maintenance Omnivox,Skytech Communication Inc.,48000.0,48000,"48 000,00 $",43230000,Logiciels,Contrat octroyé de gré à gré,Approvisionnements (biens),1,569553,5001555
2012-05-31,2012-2013,Ordinateurs Apple,Solutions Informatiques INSO Inc. / Micro Boutique Universitaire (MBU),36000.0,36000,"36 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,570115,3008061
